epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,2904.3,1.01775,0.50394,1.26688,0.97817,0.97349,0.99323,0.73258,0.49818,3.81743,0.55553,0.0016997,0.0016997,0.0016997
93,2937.02,1.09633,0.49865,1.3057,0.93092,0.92771,0.97967,0.74978,0.47495,1.9216,0.66097,0.0016964,0.0016964,0.0016964
94,2971.88,1.06006,0.49797,1.29524,0.88938,0.87229,0.94248,0.68777,0.50047,8.95572,0.68418,0.0016931,0.0016931,0.0016931
95,3002.18,1.0461,0.50186,1.2834,0.97473,0.99277,0.99454,0.77413,0.41891,18.2033,0.54307,0.0016898,0.0016898,0.0016898
96,3032.44,1.02051,0.47672,1.25386,0.9982,0.99759,0.995,0.74548,0.50902,3.54457,0.56332,0.0016865,0.0016865,0.0016865
97,3066.06,0.99823,0.48849,1.25496,0.99937,1,0.995,0.56167,0.8529,0.82847,0.72948,0.0016832,0.0016832,0.0016832
98,3090.32,1.00022,0.4748,1.25039,0.99965,1,0.995,0.60043,0.77282,0.41278,0.69229,0.0016799,0.0016799,0.0016799
99,3112.43,0.9927,0.47685,1.2407,0.99589,0.99518,0.995,0.72209,0.52122,0.47983,0.5609,0.0016766,0.0016766,0.0016766
100,3145.08,1.01309,0.48424,1.25598,1,0.9997,0.995,0.72443,0.53025,2.46282,0.56458,0.0016733,0.0016733,0.0016733
101,3166.73,1.02811,0.48264,1.25185,0.99758,1,0.995,0.67129,0.61413,10.9166,0.60051,0.00167,0.00167,0.00167
102,3185.45,1.01489,0.49333,1.26527,0.99248,0.99759,0.99493,0.78709,0.39723,15.1701,0.52344,0.0016667,0.0016667,0.0016667
103,3216.99,1.0211,0.49625,1.27162,0.99227,0.99759,0.995,0.77913,0.40744,5.95317,0.52818,0.0016634,0.0016634,0.0016634
104,3253.31,0.99704,0.49379,1.2376,0.99279,0.99606,0.995,0.57722,0.8091,21.5093,0.69878,0.0016601,0.0016601,0.0016601
105,3284.96,0.96624,0.47067,1.21479,0.99759,0.99735,0.995,0.80531,0.45511,16.396,0.52908,0.0016568,0.0016568,0.0016568
106,3321.22,0.99229,0.47986,1.23694,0.99726,0.99759,0.995,0.65527,0.65393,7.15809,0.61362,0.0016535,0.0016535,0.0016535
