epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,3396.84,0.80012,0.40207,1.07144,0.99967,0.99766,0.995,0.84966,0.33076,0.2597,0.44812,0.0015281,0.0015281,0.0015281
145,3416.96,0.83344,0.40479,1.08542,0.99957,0.99766,0.995,0.8167,0.40041,0.22839,0.46764,0.0015248,0.0015248,0.0015248
146,3437.33,0.80603,0.39108,1.06555,0.99766,0.99986,0.995,0.79054,0.43188,0.22964,0.47812,0.0015215,0.0015215,0.0015215
147,3461.28,0.81494,0.39441,1.07648,0.99989,1,0.995,0.85878,0.31935,0.18806,0.44227,0.0015182,0.0015182,0.0015182
148,3482.14,0.80781,0.39295,1.07097,0.99993,1,0.995,0.8702,0.29341,0.27324,0.43739,0.0015149,0.0015149,0.0015149
149,3501.21,0.82825,0.40761,1.08165,0.999,0.99766,0.995,0.86422,0.29758,0.67711,0.43713,0.0015116,0.0015116,0.0015116
150,3519.36,0.90008,0.42497,1.12905,0.99956,1,0.995,0.70651,0.53801,0.73314,0.51683,0.0015083,0.0015083,0.0015083
151,3537.58,0.85223,0.42243,1.09639,0.98586,0.99766,0.99488,0.85191,0.33652,0.80022,0.44894,0.001505,0.001505,0.001505
152,3558.75,0.79333,0.40105,1.07126,0.9978,0.99532,0.995,0.82576,0.35857,0.38604,0.45007,0.0015017,0.0015017,0.0015017
153,3580.05,0.79864,0.39929,1.06767,0.99989,0.99766,0.995,0.87771,0.27834,0.38659,0.43387,0.0014984,0.0014984,0.0014984
154,3597.56,0.75596,0.37552,1.05986,0.99611,0.99766,0.99498,0.87834,0.27156,0.45881,0.43329,0.0014951,0.0014951,0.0014951
155,3616.58,0.801,0.39079,1.07388,0.9946,0.99766,0.995,0.8627,0.29109,0.73837,0.44018,0.0014918,0.0014918,0.0014918
156,3639.92,0.78817,0.38328,1.05286,0.99766,0.99964,0.995,0.8142,0.36537,1.68302,0.46134,0.0014885,0.0014885,0.0014885
157,3664.32,0.79977,0.39033,1.07978,1,0.99972,0.995,0.82151,0.3451,1.56164,0.45159,0.0014852,0.0014852,0.0014852
158,3690.73,0.76584,0.37372,1.04561,1,0.99962,0.995,0.70151,0.58882,1.27023,0.54798,0.0014819,0.0014819,0.0014819
159,3714.63,0.82527,0.39037,1.09484,0.99753,0.99766,0.995,0.83341,0.34819,3.25428,0.45353,0.0014786,0.0014786,0.0014786
160,3736.65,0.9445,0.42039,1.21648,0.99736,0.99766,0.99437,0.86418,0.29647,4.96698,0.43672,0.0014753,0.0014753,0.0014753
161,3757.45,0.81993,0.39916,1.09522,1,0.9975,0.995,0.88344,0.27074,0.83262,0.43655,0.001472,0.001472,0.001472
162,3780.51,0.77669,0.37781,1.05916,0.9997,1,0.995,0.88463,0.27831,0.17546,0.42955,0.0014687,0.0014687,0.0014687
163,3802.69,0.84571,0.38889,1.06734,0.99766,0.99974,0.995,0.88739,0.27286,0.17732,0.43473,0.0014654,0.0014654,0.0014654
164,3823.25,0.81468,0.38407,1.08712,0.9996,0.99766,0.995,0.88269,0.26236,0.52625,0.42485,0.0014621,0.0014621,0.0014621
165,3844.49,0.85145,0.41353,1.13251,0.99967,0.99766,0.995,0.8854,0.26292,0.43634,0.42563,0.0014588,0.0014588,0.0014588
166,3865.39,0.74515,0.36613,1.03238,0.99969,0.99766,0.995,0.87537,0.28057,0.87557,0.42649,0.0014555,0.0014555,0.0014555
167,3887.14,0.76336,0.36553,1.0452,0.99978,0.99766,0.995,0.88915,0.25288,0.28151,0.41781,0.0014522,0.0014522,0.0014522
168,3912.52,0.75966,0.36516,1.03978,0.99961,0.99766,0.995,0.88825,0.2561,0.18395,0.42054,0.0014489,0.0014489,0.0014489
169,3940.79,0.79961,0.38376,1.07087,0.99976,0.99766,0.995,0.82209,0.3926,0.39351,0.45564,0.0014456,0.0014456,0.0014456
170,3972.58,0.75437,0.37537,1.04844,0.99748,0.99766,0.995,0.72436,0.53332,4.86281,0.51126,0.0014423,0.0014423,0.0014423
